timestamp,machine_speed,stock_flow,steam_pressure,filler_flow,moisture,ash_content,caliper,basis_weight,recipe_target_bw,alarm_state
2026-07-26 00:39:00,1225.1104,404.8723,35.3749,26.0893,7.8402,10.4551,101.644,79.5849,80.0,0
2026-07-26 00:40:00,1186.8274,394.3983,34.9054,25.3282,8.2645,9.7683,101.541,80.7229,80.0,0
2026-07-26 00:41:00,1212.7637,402.7313,35.4025,25.793,8.1461,9.6748,99.067,79.6023,80.0,0
2026-07-26 00:42:00,1230.9525,402.6372,33.7477,25.8312,8.083,9.3558,102.886,81.8798,80.0,0
2026-07-26 00:43:00,1199.3148,393.3435,30.7622,25.5397,8.2486,9.354,101.745,79.779,80.0,0
2026-07-26 00:44:00,1193.5558,395.5316,34.9916,25.9592,7.9817,10.3019,100.12,80.3894,80.0,0
2026-07-26 00:45:00,1189.0388,407.1898,31.4365,26.8437,7.9048,10.3103,97.097,77.5138,80.0,1
2026-07-26 00:46:00,1171.0054,390.8372,29.0,25.3783,8.6673,9.9186,100.075,78.5118,80.0,0
2026-07-26 00:47:00,1177.2274,399.428,35.5839,25.2273,8.1078,9.7435,97.356,77.8604,80.0,1
2026-07-26 00:48:00,1197.6582,403.7583,33.1743,25.7554,7.6498,9.3887,94.058,76.4714,80.0,1
2026-07-26 00:49:00,1217.6095,399.0999,36.3306,25.615,8.1785,9.844,99.417,80.1423,80.0,0
2026-07-26 00:50:00,1204.7896,407.7298,33.2721,26.8219,7.7666,10.0466,101.456,81.5528,80.0,0
2026-07-26 00:51:00,1184.0477,399.7494,33.1732,25.3914,8.2769,8.9133,97.18,77.9021,80.0,1
2026-07-26 00:52:00,1167.8003,405.7909,32.3103,26.8272,7.8242,10.5634,98.101,77.7512,80.0,1
2026-07-26 00:53:00,1185.5486,413.3467,34.2111,26.1334,8.5537,9.7531,99.428,79.9513,80.0,0
2026-07-26 00:54:00,1213.6881,400.982,35.0233,26.0754,8.3079,9.8113,100.031,80.0027,80.0,0
2026-07-26 00:55:00,1191.0136,396.0204,34.1235,25.5299,8.3037,9.9889,99.443,80.5175,80.0,0
2026-07-26 00:56:00,1199.1201,404.0369,37.2451,26.5675,8.0336,10.0406,100.238,80.3794,80.0,0
2026-07-26 00:57:00,1197.1558,404.1362,35.198,26.7534,7.6722,10.1462,102.45,81.1874,80.0,0
2026-07-26 00:58:00,1196.5558,398.7915,32.7393,25.8113,7.8648,10.5217,105.18,82.3184,80.0,1
2026-07-26 00:59:00,1198.1149,403.3015,37.1583,25.9209,8.2103,10.0107,97.942,80.4278,80.0,0
2026-07-26 01:00:00,1208.2621,397.9332,34.2754,26.2585,8.1714,10.4049,97.219,79.0178,80.0,0
2026-07-26 01:01:00,1241.7903,400.5976,41.0441,25.6773,7.7552,8.7039,105.166,83.4833,80.0,1
2026-07-26 01:02:00,1182.6039,394.4429,31.8123,25.7591,7.9849,9.8441,98.497,79.2578,80.0,0
2026-07-26 01:03:00,1205.5521,407.2803,33.4025,26.5343,7.9686,10.3179,100.841,82.0047,80.0,1
2026-07-26 01:04:00,1180.8749,396.604,33.7379,25.5276,7.9864,9.6018,96.633,78.0331,80.0,0
2026-07-26 01:05:00,1199.3314,402.016,34.5283,25.7499,8.1602,10.3662,100.216,79.1893,80.0,0
2026-07-26 01:06:00,1209.2017,392.3729,37.0001,25.8873,8.1841,9.4546,100.676,80.0893,80.0,0
2026-07-26 01:07:00,1223.1447,407.8633,39.1667,26.6641,8.2622,10.3893,100.618,80.3478,80.0,0
2026-07-26 01:08:00,1182.0803,402.8909,35.7727,25.6366,7.9564,9.6752,101.595,80.956,80.0,0
2026-07-26 01:09:00,1190.104,404.446,35.7619,25.6296,8.0297,9.214,102.318,79.8425,80.0,0
2026-07-26 01:10:00,1190.382,412.5885,34.0056,27.3353,7.8781,10.4106,100.576,80.317,80.0,0
2026-07-26 01:11:00,1192.3728,396.9581,34.3389,26.7718,7.5199,10.0612,97.877,78.2364,80.0,0
2026-07-26 01:12:00,1194.6301,401.8823,32.7964,26.0536,8.2962,10.2462,101.313,80.8348,80.0,0
2026-07-26 01:13:00,1204.9688,398.1376,33.607,25.7819,7.6685,9.7762,102.513,80.6227,80.0,0
2026-07-26 01:14:00,1191.9072,399.9511,37.5296,26.3992,7.7249,10.4926,98.607,79.4283,80.0,0
2026-07-26 01:15:00,1210.8122,397.7296,37.2625,25.5403,7.8854,9.3644,103.991,82.2671,80.0,1
2026-07-26 01:16:00,1200.9106,391.8717,31.485,24.8155,8.345,9.3415,100.955,79.9724,80.0,0
2026-07-26 01:17:00,1194.4911,391.8325,34.1588,25.8132,8.026,9.0049,100.549,80.5152,80.0,0
2026-07-26 01:18:00,1201.4535,393.0843,32.8926,25.441,8.3581,9.9944,98.885,78.6303,80.0,0
2026-07-26 01:19:00,1205.63,393.2621,34.921,26.2017,8.2665,9.2153,99.188,79.8708,80.0,0
2026-07-26 01:20:00,1233.4575,401.1529,39.1587,26.1697,7.6068,10.5207,102.446,80.9405,80.0,0
2026-07-26 01:21:00,1193.1872,400.3485,33.2975,26.4014,7.828,10.0562,97.692,78.1431,80.0,0
2026-07-26 01:22:00,1226.2137,401.5088,37.884,25.7668,7.9328,9.499,101.467,81.7513,80.0,0
2026-07-26 01:23:00,1227.2222,403.5985,37.2975,26.5017,7.9174,10.3346,101.645,80.1184,80.0,0
2026-07-26 01:24:00,1194.7329,405.4113,35.5405,26.1436,8.0219,10.055,100.068,79.8972,80.0,0
2026-07-26 01:25:00,1197.1033,391.7462,36.1036,25.9283,8.072,9.1251,100.327,80.4867,80.0,0
2026-07-26 01:26:00,1211.0987,411.4431,36.046,27.4686,7.5285,10.7659,99.568,80.5959,80.0,0
2026-07-26 01:27:00,1205.0899,393.712,34.6168,25.5205,7.94,10.5213,99.949,80.2052,80.0,0
2026-07-26 01:28:00,1206.8818,404.205,38.2944,26.1548,8.2159,9.2386,102.365,81.1354,80.0,0
2026-07-26 01:29:00,1195.9318,394.3581,33.3639,24.733,7.975,9.5034,99.986,80.3204,80.0,0
2026-07-26 01:30:00,1185.6755,398.5451,36.8277,26.8191,8.0133,10.7605,98.17,79.1977,80.0,0
2026-07-26 01:31:00,1195.0214,393.9324,37.1457,26.6183,7.6962,10.0079,101.555,80.724,80.0,0
2026-07-26 01:32:00,1181.2241,394.8206,32.3183,26.295,8.4297,9.2353,98.096,78.6031,80.0,0
2026-07-26 01:33:00,1197.3323,395.0837,35.5467,25.0598,8.0001,9.5781,103.752,80.7931,80.0,0
2026-07-26 01:34:00,1211.6035,398.8482,37.5549,25.8881,7.6153,10.1997,97.014,79.0137,80.0,0
2026-07-26 01:35:00,1175.3594,401.7358,34.8942,25.6799,8.4211,9.4277,99.142,78.8336,80.0,0
2026-07-26 01:36:00,1191.9672,398.9689,33.5381,26.0125,7.4415,8.9273,101.498,79.5772,80.0,0
2026-07-26 01:37:00,1182.7121,402.7624,33.5798,25.994,7.848,9.1236,97.506,78.2104,80.0,0
2026-07-26 01:38:00,1180.1188,394.2135,34.1475,25.4924,8.2752,9.1435,95.478,77.7617,80.0,1
2026-07-26 01:39:00,1212.5507,402.6925,37.0286,25.0954,7.6055,9.9212,99.809,80.0782,80.0,0
2026-07-26 01:40:00,1188.8943,402.5472,33.5437,26.1371,7.7649,9.6528,97.851,79.256,80.0,0
2026-07-26 01:41:00,1212.9216,405.8367,38.5236,26.8281,7.4283,10.0875,101.493,81.722,80.0,0
2026-07-26 01:42:00,1185.7789,400.2266,32.2982,25.7939,8.0288,9.9853,99.528,79.3325,80.0,0
2026-07-26 01:43:00,1216.8996,395.7081,34.6263,25.1936,8.0392,8.7521,100.326,81.0646,80.0,0
2026-07-26 01:44:00,1196.3694,401.3946,36.0661,25.6178,7.594,9.6327,101.199,79.5798,80.0,0
2026-07-26 01:45:00,1205.667,394.916,34.6065,25.3432,8.1227,9.4672,101.255,79.9327,80.0,0
2026-07-26 01:46:00,1203.2403,399.3874,35.4093,25.6785,8.0955,9.7769,102.5,81.0437,80.0,0
2026-07-26 01:47:00,1186.7612,400.3241,35.1915,25.7292,8.147,9.7355,98.664,79.2665,80.0,0
2026-07-26 01:48:00,1217.6434,392.964,37.3166,26.6144,7.5803,9.877,99.332,80.1185,80.0,0
2026-07-26 01:49:00,1208.6583,404.2409,38.1907,25.9369,7.9062,9.6398,100.344,80.9897,80.0,0
2026-07-26 01:50:00,1187.0561,398.526,31.8988,25.773,7.9436,9.7943,98.288,78.9599,80.0,0
2026-07-26 01:51:00,1197.3767,404.3771,35.2768,26.6756,7.955,9.8425,101.245,80.4158,80.0,0
2026-07-26 01:52:00,1201.0159,401.4208,34.7712,26.1702,8.0621,10.5521,99.894,79.2402,80.0,0
2026-07-26 01:53:00,1221.2829,405.4876,37.0186,25.8633,8.3158,10.3284,102.124,80.0845,80.0,0
2026-07-26 01:54:00,1194.7947,400.534,34.1711,25.7423,8.3327,10.0099,98.469,80.3468,80.0,0
2026-07-26 01:55:00,1180.85,393.5818,35.2912,25.5296,8.1672,9.6128,101.16,79.2666,80.0,0
2026-07-26 01:56:00,1231.5542,409.6991,37.3504,26.7998,8.2349,10.1041,104.844,82.5007,80.0,1
2026-07-26 01:57:00,1217.3366,395.8831,33.9058,25.1083,7.8368,9.9086,101.362,81.4496,80.0,0
2026-07-26 01:58:00,1193.0465,398.4277,34.2421,26.3214,7.8612,10.0569,102.16,81.4996,80.0,0
2026-07-26 01:59:00,1213.9511,399.2199,35.6035,26.4118,7.9792,9.7086,101.817,80.6361,80.0,0
2026-07-26 02:00:00,1209.1921,392.7066,34.9129,25.1575,8.2735,9.7046,99.693,79.2916,80.0,0
2026-07-26 02:01:00,1205.3163,411.0107,36.065,26.6433,8.0947,10.2945,102.98,81.6983,80.0,0
2026-07-26 02:02:00,1207.5799,412.6324,38.3498,27.1526,7.8662,10.4768,102.28,80.0735,80.0,0
2026-07-26 02:03:00,1230.6625,396.2179,36.7167,25.5324,8.2875,9.3147,101.524,81.237,80.0,0
2026-07-26 02:04:00,1200.0645,400.4558,34.006,24.8646,8.1893,9.0169,101.702,81.2319,80.0,0
2026-07-26 02:05:00,1183.0342,398.5467,31.908,25.4533,8.2237,9.4238,95.665,78.8027,80.0,0
2026-07-26 02:06:00,1187.5821,391.9968,34.4573,26.7941,7.9446,9.7879,100.619,80.5767,80.0,0
2026-07-26 02:07:00,1198.0213,406.8238,35.0403,25.9889,8.2303,9.3589,100.499,81.2483,80.0,0
2026-07-26 02:08:00,1184.0157,401.7933,33.2432,25.9825,7.8681,10.2059,95.174,78.5242,80.0,0
2026-07-26 02:09:00,1197.9059,402.9484,38.2266,27.1868,7.9725,10.1944,101.403,79.4021,80.0,0
2026-07-26 02:10:00,1218.4905,397.6369,37.1861,25.5644,8.0544,9.6047,100.99,79.9955,80.0,0
2026-07-26 02:11:00,1205.5819,402.9242,35.0079,25.8731,8.0735,9.7978,98.043,79.6458,80.0,0
2026-07-26 02:12:00,1190.0714,399.2703,31.2168,25.4654,8.5376,8.8463,100.414,80.7979,80.0,0
2026-07-26 02:13:00,1182.096,399.5353,31.927,26.221,8.6402,10.1924,101.134,80.1689,80.0,0
2026-07-26 02:14:00,1188.9363,389.1263,32.8646,24.8105,7.9071,9.3308,95.611,78.1666,80.0,0
2026-07-26 02:15:00,1215.5344,417.8574,37.4793,27.6167,8.0192,10.0679,97.976,79.3565,80.0,0
2026-07-26 02:16:00,1210.7931,394.9539,36.5895,26.2602,7.7276,9.8223,99.939,79.8509,80.0,0
2026-07-26 02:17:00,1211.3204,400.4016,36.6988,26.812,8.0023,10.5275,100.479,80.6776,80.0,0
2026-07-26 02:18:00,1214.0848,400.5719,36.9047,26.6721,7.8043,10.0584,102.15,81.2051,80.0,0
2026-07-26 02:19:00,1227.9376,408.1435,36.5053,26.3899,7.7831,10.5861,99.528,80.1392,80.0,0
2026-07-26 02:20:00,1185.7428,392.7539,35.0748,24.7448,7.9353,9.937,105.94,82.1806,80.0,1
2026-07-26 02:21:00,1209.3547,396.9855,35.9425,25.3325,8.1016,10.2536,99.127,80.0658,80.0,0
2026-07-26 02:22:00,1225.4846,401.562,35.5201,27.2564,8.0184,10.5606,100.914,81.8815,80.0,0
2026-07-26 02:23:00,1197.5266,387.0765,30.9335,25.1542,8.2181,9.8408,100.853,80.0096,80.0,0
2026-07-26 02:24:00,1197.3375,394.5742,34.0975,25.9727,8.3682,9.1629,103.571,81.3595,80.0,0
2026-07-26 02:25:00,1182.7777,406.8874,33.1502,25.7114,8.4116,9.5954,95.139,77.2921,80.0,1
2026-07-26 02:26:00,1162.3593,395.332,29.9989,26.2781,8.3518,10.3806,96.1,77.3126,80.0,1
2026-07-26 02:27:00,1179.8181,398.9246,34.8652,26.0525,7.6447,10.0939,98.409,78.2126,80.0,0
2026-07-26 02:28:00,1189.1359,404.6939,33.771,25.9205,7.4784,8.9728,96.356,75.7612,80.0,1
2026-07-26 02:29:00,1212.5697,397.1222,35.2693,26.3108,7.9113,9.8928,99.991,79.7024,80.0,0
2026-07-26 02:30:00,1201.759,409.2756,31.6281,26.8216,8.373,9.9725,103.002,81.636,80.0,0
2026-07-26 02:31:00,1184.1428,391.6418,34.0848,24.3605,7.7901,9.3809,95.81,78.1965,80.0,0
2026-07-26 02:32:00,1167.0823,403.5886,32.8992,26.5681,8.4429,9.8863,94.818,77.1737,80.0,1
2026-07-26 02:33:00,1186.8763,409.8456,36.5098,26.7587,7.6921,10.0216,99.575,80.3431,80.0,0
2026-07-26 02:34:00,1207.7258,398.8055,37.3033,25.3115,8.2159,9.625,99.77,79.9313,80.0,0
2026-07-26 02:35:00,1185.0651,395.9777,34.4654,25.5387,8.364,9.6413,101.296,81.3971,80.0,0
2026-07-26 02:36:00,1204.8723,404.7225,38.4235,25.957,8.0109,10.0028,100.262,79.8208,80.0,0
2026-07-26 02:37:00,1199.9439,401.8158,36.755,26.7765,7.7096,9.7037,100.723,80.9394,80.0,0
2026-07-26 02:38:00,1189.6183,402.6303,32.7074,26.5111,8.5496,10.1205,101.583,82.0966,80.0,1
2026-07-26 02:39:00,1206.6062,405.2737,37.0713,26.3137,7.8469,10.1268,101.616,80.5777,80.0,0
2026-07-26 02:40:00,1207.2739,405.3041,32.2451,26.373,8.1373,9.5725,100.728,79.0746,80.0,0
2026-07-26 02:41:00,1242.4436,404.7601,41.5876,26.5323,7.6207,10.04,104.95,83.599,80.0,1
2026-07-26 02:42:00,1186.5713,393.933,32.4531,25.9472,7.8107,10.3112,97.332,78.3094,80.0,0
2026-07-26 02:43:00,1201.1811,400.8872,33.911,26.6785,8.2593,10.27,102.705,82.729,80.0,1
2026-07-26 02:44:00,1185.2145,393.1439,32.7031,26.4009,8.4551,10.166,98.112,78.5368,80.0,0
2026-07-26 02:45:00,1202.5534,402.4404,34.5397,25.7449,8.2668,9.331,101.225,80.4603,80.0,0
2026-07-26 02:46:00,1214.4099,389.9807,36.2056,25.0652,7.8647,10.0963,99.323,80.4237,80.0,0
2026-07-26 02:47:00,1214.7297,405.2027,39.2311,26.309,7.5892,9.5838,99.955,80.2169,80.0,0
2026-07-26 02:48:00,1183.5349,401.6021,34.7693,25.8742,7.8881,9.8312,99.958,79.7488,80.0,0
2026-07-26 02:49:00,1184.3879,402.0634,32.3666,26.595,8.5466,9.8565,99.423,79.34,80.0,0
2026-07-26 02:50:00,1189.4828,409.4554,35.4644,26.2848,8.252,9.8929,99.736,80.1567,80.0,0
2026-07-26 02:51:00,1194.7468,396.465,34.4895,25.7181,7.9945,10.2864,96.532,76.8596,80.0,1
2026-07-26 02:52:00,1195.8444,398.8637,32.4764,25.7844,8.0262,10.1009,100.883,80.8217,80.0,0
2026-07-26 02:53:00,1204.6617,400.157,32.5539,26.438,7.8415,10.2564,99.34,80.5161,80.0,0
2026-07-26 02:54:00,1192.018,401.9332,38.1244,26.7999,7.7422,10.4617,99.392,78.982,80.0,0
2026-07-26 02:55:00,1211.1979,397.7634,37.6124,25.5069,7.7147,10.3087,102.703,81.437,80.0,0
2026-07-26 02:56:00,1199.631,399.9851,32.167,25.6714,8.5159,8.7862,101.193,80.0969,80.0,0
2026-07-26 02:57:00,1201.0924,393.0361,32.0927,26.1141,7.7721,9.3062,101.421,80.1502,80.0,0
2026-07-26 02:58:00,1201.5184,396.6762,32.6383,26.2629,8.1447,9.941,99.428,79.0898,80.0,0
2026-07-26 02:59:00,1203.6887,396.4662,37.8784,26.1253,8.2333,9.248,98.957,79.5765,80.0,0
2026-07-26 03:00:00,1230.8835,404.377,38.4378,27.2187,7.8098,10.6812,101.025,80.7821,80.0,0
2026-07-26 03:01:00,1194.4528,398.5595,33.15,26.2271,8.0369,9.8246,100.616,80.2719,80.0,0
2026-07-26 03:02:00,1228.9387,403.4866,36.4433,26.301,7.4857,10.0783,102.068,81.7233,80.0,0
2026-07-26 03:03:00,1225.5535,399.5991,37.7446,25.6027,8.0838,9.8331,101.725,80.6357,80.0,0
2026-07-26 03:04:00,1194.5227,402.7099,34.9707,26.1219,7.9722,10.1234,98.576,79.889,80.0,0
2026-07-26 03:05:00,1200.8939,394.7603,36.1725,26.1194,7.7516,10.1951,102.393,81.1417,80.0,0
2026-07-26 03:06:00,1204.5853,410.959,36.258,27.1706,8.1495,9.9332,100.344,80.176,80.0,0
2026-07-26 03:07:00,1204.2203,397.6506,34.9478,25.4591,7.9908,9.3078,100.489,80.5627,80.0,0
2026-07-26 03:08:00,1198.322,408.7722,38.1388,25.9998,7.4563,9.8163,100.154,80.6095,80.0,0
2026-07-26 03:09:00,1196.145,394.6511,33.3412,24.5838,8.2132,9.3315,98.306,79.9744,80.0,0
2026-07-26 03:10:00,1189.953,399.0336,35.58,25.8141,8.2125,9.5858,98.919,79.6035,80.0,0
2026-07-26 03:11:00,1191.0637,390.8569,37.4016,25.8403,7.6993,9.2937,100.896,80.6574,80.0,0
2026-07-26 03:12:00,1184.5724,398.9014,33.559,26.2682,8.5518,9.3371,99.665,78.8237,80.0,0
2026-07-26 03:13:00,1196.4983,396.3277,37.3,25.7517,7.5929,9.8157,101.394,81.6087,80.0,0
2026-07-26 03:14:00,1212.9398,397.8639,37.1618,25.4154,8.3932,10.6231,101.636,79.4378,80.0,0
2026-07-26 03:15:00,1173.4253,397.6592,33.1654,26.7884,8.0241,10.6891,98.697,79.3037,80.0,0
2026-07-26 03:16:00,1193.5062,405.8337,35.6198,26.4004,8.5033,10.0168,97.838,78.9877,80.0,0
2026-07-26 03:17:00,1186.2441,398.1586,32.0246,25.8653,8.2335,11.1818,96.751,78.2476,80.0,0
2026-07-26 03:18:00,1176.5185,399.3327,33.66,26.656,8.0456,9.6916,96.8,78.6112,80.0,0
2026-07-26 03:19:00,1216.3503,399.4951,36.8136,26.6502,7.6665,9.8246,99.495,79.5321,80.0,0
2026-07-26 03:20:00,1186.4779,404.6445,33.0743,26.4476,8.0085,9.8276,98.003,78.5696,80.0,0
2026-07-26 03:21:00,1200.0942,406.2193,39.2111,25.796,7.3919,9.9202,104.405,82.7277,80.0,1
2026-07-26 03:22:00,1187.7769,394.4869,31.8993,26.0206,8.0237,10.5764,98.388,78.4912,80.0,0
2026-07-26 03:23:00,1216.443,395.8137,35.6315,26.1906,8.2833,9.5668,102.839,82.0573,80.0,1
2026-07-26 03:24:00,1196.6776,396.3307,34.8807,25.6635,7.8211,9.8701,98.619,78.9479,80.0,0
2026-07-26 03:25:00,1194.4921,394.3875,33.3585,26.4956,8.428,10.9003,100.238,80.516,80.0,0
2026-07-26 03:26:00,1205.3148,398.8522,36.576,25.737,7.8732,8.9542,102.893,80.7105,80.0,0
2026-07-26 03:27:00,1190.5956,404.4557,35.3246,26.5771,8.021,10.296,98.123,77.9914,80.0,1
2026-07-26 03:28:00,1217.6517,393.7466,36.8028,25.2657,7.9282,9.5242,100.354,80.5314,80.0,0
2026-07-26 03:29:00,1206.4486,401.9147,35.7509,25.8926,7.7733,10.0888,100.751,80.2839,80.0,0
2026-07-26 03:30:00,1177.7723,399.6679,32.6261,26.3221,8.407,9.3047,97.359,78.7841,80.0,0
2026-07-26 03:31:00,1191.3077,401.0364,35.3987,26.9007,7.8731,10.7796,100.707,79.5939,80.0,0
2026-07-26 03:32:00,1205.6234,406.192,34.8588,25.5452,7.8423,9.4579,97.857,79.9622,80.0,0
2026-07-26 03:33:00,1216.2463,402.6243,35.0095,27.0395,8.3458,10.5086,101.138,80.2148,80.0,0
2026-07-26 03:34:00,1189.1237,403.2918,34.7436,26.4947,7.8974,10.1496,99.665,79.9294,80.0,0
2026-07-26 03:35:00,1179.8101,395.6095,34.8889,24.7874,7.7221,9.1966,100.423,78.8864,80.0,0
2026-07-26 03:36:00,1231.4554,410.1608,37.1014,26.318,7.7511,10.4123,103.163,82.1449,80.0,1
2026-07-26 03:37:00,1221.8732,395.4038,35.1379,26.262,8.1666,9.3349,103.456,82.0191,80.0,1
2026-07-26 03:38:00,1190.0676,404.3631,34.3144,25.4121,7.9441,8.8107,99.668,80.9193,80.0,0
2026-07-26 03:39:00,1211.6903,399.0183,35.8281,25.5548,8.0255,9.3946,100.952,81.3419,80.0,0
2026-07-26 03:40:00,1207.3791,397.7266,33.8627,26.405,8.2431,9.5524,100.141,79.6174,80.0,0
2026-07-26 03:41:00,1197.2852,407.8362,36.3467,27.5457,8.1692,10.1219,101.763,81.735,80.0,0
2026-07-26 03:42:00,1207.5118,412.8042,37.2264,26.0485,8.2636,10.1396,99.625,79.6939,80.0,0
2026-07-26 03:43:00,1234.0481,399.2937,37.9611,26.1803,8.1308,9.8381,105.713,82.2395,80.0,1
2026-07-26 03:44:00,1198.7185,404.8337,33.2116,26.9343,8.1971,10.3124,99.803,80.8677,80.0,0
2026-07-26 03:45:00,1181.2161,395.9808,32.7622,25.6244,7.9632,9.8309,98.825,79.9666,80.0,0
2026-07-26 03:46:00,1189.0901,391.419,33.935,25.31,8.0459,9.9769,99.087,79.8317,80.0,0
2026-07-26 03:47:00,1198.4936,403.7772,34.1675,25.9784,7.7669,9.9954,101.403,81.5417,80.0,0
2026-07-26 03:48:00,1182.0703,398.7341,33.4157,26.1066,7.9651,9.7601,98.674,78.7345,80.0,0
2026-07-26 03:49:00,1195.0923,401.7972,36.1307,26.1415,8.147,9.5827,98.974,79.6994,80.0,0
2026-07-26 03:50:00,1218.1017,396.0936,36.3992,25.52,7.9725,9.1841,99.606,79.6425,80.0,0
2026-07-26 03:51:00,1208.3205,400.0931,37.1111,25.5546,7.7477,9.8359,97.834,78.9116,80.0,0
2026-07-26 03:52:00,1187.8773,399.4142,31.7677,26.5231,8.2531,10.2216,99.893,80.1186,80.0,0
2026-07-26 03:53:00,1186.6517,394.0176,32.0033,25.079,7.9519,8.9557,101.58,80.3008,80.0,0
2026-07-26 03:54:00,1186.0669,390.2171,33.3059,25.3509,8.3525,9.158,97.232,78.1248,80.0,0
2026-07-26 03:55:00,1214.7202,415.9912,36.0471,26.8537,7.927,10.6252,97.78,79.0682,80.0,0
2026-07-26 03:56:00,1202.6463,390.2264,36.2903,25.7396,8.3914,9.5672,100.473,79.5285,80.0,0
